edible-poisonous,cap-shape,cap-surface,cap-color,bruises,odor,colony
poisonous,convex,smooth,red,no,spicy,2
poisonous,convex,smooth,brown,no,spicy,2
poisonous,flat,scaly,brown,no,foul,2
poisonous,flat,scaly,red,no,spicy,1
poisonous,flat,scaly,brown,no,spicy,1
poisonous,flat,scaly,brown,no,foul,1
poisonous,flat,smooth,brown,no,fishy,1
poisonous,flat,scaly,red,no,foul,2
poisonous,flat,scaly,red,no,spicy,2
poisonous,convex,scaly,red,no,spicy,1
poisonous,knobbed,smooth,red,no,foul,2
poisonous,flat,scaly,red,no,spicy,1
poisonous,flat,scaly,brown,no,fishy,2
poisonous,flat,smooth,brown,no,spicy,1
poisonous,flat,smooth,red,no,fishy,1
poisonous,knobbed,smooth,red,no,foul,1
poisonous,flat,scaly,red,no,spicy,1
poisonous,flat,smooth,brown,no,spicy,1
edible,convex,smooth,brown,no,none,2
poisonous,convex,smooth,brown,no,fishy,1
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,flat,smooth,brown,no,foul,2
poisonous,flat,smooth,brown,no,fishy,1
poisonous,convex,smooth,brown,no,fishy,1
poisonous,flat,smooth,brown,no,fishy,2
poisonous,flat,scaly,red,no,foul,2
poisonous,flat,scaly,red,no,fishy,1
poisonous,flat,smooth,brown,no,foul,2
poisonous,convex,smooth,red,no,foul,1
poisonous,convex,smooth,brown,no,spicy,1
poisonous,convex,smooth,red,no,fishy,1
poisonous,convex,smooth,red,no,spicy,1
poisonous,flat,scaly,red,no,foul,2
poisonous,convex,smooth,red,no,fishy,2
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,convex,scaly,red,no,foul,2
poisonous,flat,smooth,brown,no,foul,2
poisonous,flat,smooth,brown,no,fishy,2
poisonous,convex,smooth,brown,no,foul,1
poisonous,knobbed,scaly,red,no,fishy,1
poisonous,convex,smooth,red,no,fishy,2
poisonous,flat,scaly,brown,no,spicy,1
poisonous,flat,scaly,red,no,spicy,2
poisonous,flat,scaly,brown,no,spicy,2
poisonous,flat,smooth,brown,no,spicy,2
poisonous,flat,smooth,red,no,fishy,1
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,flat,scaly,red,no,fishy,2
poisonous,flat,smooth,red,no,spicy,1
poisonous,flat,smooth,brown,no,foul,1
poisonous,convex,smooth,brown,no,fishy,2
poisonous,flat,scaly,brown,no,spicy,1
poisonous,flat,scaly,red,no,spicy,1
poisonous,convex,scaly,red,no,spicy,2
poisonous,flat,smooth,red,no,spicy,1
poisonous,convex,smooth,brown,no,spicy,1
poisonous,flat,smooth,brown,no,fishy,1
poisonous,flat,smooth,brown,no,spicy,1
poisonous,flat,smooth,red,no,fishy,2
edible,convex,smooth,grey,no,none,37
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,convex,scaly,red,no,spicy,2
poisonous,convex,smooth,brown,no,spicy,1
poisonous,convex,smooth,brown,no,spicy,1
poisonous,flat,scaly,red,no,spicy,1
poisonous,knobbed,scaly,brown,no,foul,2
poisonous,convex,smooth,red,no,foul,1
poisonous,convex,smooth,brown,no,spicy,1
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,convex,scaly,red,no,foul,1
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,convex,smooth,brown,no,foul,2
poisonous,convex,scaly,red,no,foul,2
poisonous,flat,smooth,red,no,fishy,1
poisonous,flat,smooth,brown,no,spicy,2
poisonous,flat,smooth,red,no,fishy,1
poisonous,convex,scaly,red,no,spicy,1
poisonous,convex,smooth,red,no,foul,1
poisonous,flat,smooth,brown,no,spicy,1
poisonous,flat,scaly,red,no,spicy,2
poisonous,convex,smooth,brown,no,foul,1
poisonous,convex,smooth,red,no,spicy,1
poisonous,convex,smooth,red,no,fishy,1
poisonous,flat,smooth,red,no,foul,2
poisonous,convex,scaly,red,no,spicy,2
poisonous,convex,smooth,brown,no,fishy,2
poisonous,convex,smooth,red,no,spicy,1
poisonous,convex,smooth,red,no,fishy,1
poisonous,convex,smooth,brown,no,fishy,1
poisonous,convex,smooth,brown,no,spicy,2
poisonous,flat,smooth,red,no,fishy,2
poisonous,flat,scaly,red,no,foul,1
poisonous,convex,smooth,brown,no,spicy,1
poisonous,convex,smooth,red,no,foul,1
poisonous,flat,smooth,brown,no,spicy,2
poisonous,convex,smooth,brown,no,foul,1
poisonous,flat,smooth,red,no,fishy,1
poisonous,convex,smooth,brown,no,fishy,2
poisonous,flat,scaly,brown,no,fishy,2
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,flat,smooth,red,no,spicy,1
poisonous,flat,smooth,brown,no,foul,2
poisonous,convex,smooth,red,no,fishy,1
poisonous,convex,smooth,brown,no,foul,1
poisonous,flat,scaly,brown,no,fishy,2
poisonous,flat,scaly,brown,no,spicy,1
poisonous,convex,smooth,red,no,fishy,1
poisonous,flat,scaly,brown,no,fishy,1
poisonous,convex,scaly,red,no,spicy,2
poisonous,flat,scaly,brown,no,fishy,2
poisonous,flat,scaly,red,no,spicy,2
poisonous,convex,scaly,red,no,foul,1
poisonous,flat,smooth,red,no,fishy,1
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,convex,scaly,red,no,foul,1
poisonous,convex,smooth,brown,no,foul,1
poisonous,flat,smooth,red,no,spicy,1
poisonous,flat,smooth,red,no,fishy,1
edible,bell,fibrous,grey,no,none,6
poisonous,convex,smooth,brown,no,fishy,2
poisonous,knobbed,smooth,brown,no,spicy,1
edible,bell,smooth,brown,no,none,1
poisonous,flat,smooth,brown,no,fishy,1
poisonous,flat,scaly,brown,no,spicy,2
poisonous,convex,scaly,red,no,spicy,1
poisonous,convex,smooth,red,no,spicy,2
poisonous,knobbed,scaly,cinnamon,no,musty,172
poisonous,convex,smooth,red,no,spicy,2
poisonous,flat,smooth,brown,no,spicy,2
poisonous,convex,smooth,brown,no,fishy,2
poisonous,convex,scaly,red,no,spicy,1
poisonous,convex,smooth,red,no,foul,2
poisonous,flat,smooth,red,no,foul,2
poisonous,flat,smooth,brown,no,foul,1
poisonous,flat,smooth,brown,no,spicy,1
poisonous,flat,scaly,red,no,fishy,1
poisonous,convex,smooth,red,no,fishy,2
poisonous,flat,scaly,red,no,spicy,2
poisonous,flat,scaly,brown,no,fishy,2
poisonous,convex,scaly,red,no,foul,1
poisonous,flat,scaly,red,no,spicy,1
poisonous,flat,smooth,red,no,foul,1
poisonous,flat,smooth,red,no,foul,2
poisonous,convex,smooth,red,no,fishy,1
poisonous,convex,smooth,red,no,foul,2
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,convex,scaly,red,no,foul,1
poisonous,convex,smooth,red,no,fishy,2
poisonous,convex,smooth,brown,no,fishy,2
poisonous,convex,smooth,brown,no,spicy,2
poisonous,flat,smooth,brown,no,fishy,2
poisonous,flat,scaly,brown,no,spicy,1
poisonous,convex,smooth,red,no,spicy,2
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,flat,smooth,brown,no,fishy,2
poisonous,flat,scaly,brown,no,foul,1
poisonous,flat,scaly,red,no,fishy,1
poisonous,flat,scaly,red,no,spicy,1
poisonous,flat,scaly,brown,no,foul,2
poisonous,convex,smooth,red,no,fishy,2
poisonous,flat,scaly,brown,no,spicy,2
poisonous,flat,smooth,brown,no,spicy,2
poisonous,flat,smooth,red,no,foul,1
poisonous,convex,smooth,brown,no,fishy,1
poisonous,flat,scaly,red,no,foul,1
poisonous,knobbed,scaly,brown,no,fishy,1
poisonous,flat,smooth,brown,no,fishy,2
poisonous,flat,scaly,brown,no,foul,2
poisonous,flat,smooth,red,no,fishy,1
poisonous,flat,smooth,red,no,foul,2
poisonous,convex,smooth,red,no,foul,2
poisonous,flat,scaly,red,no,spicy,2
poisonous,convex,smooth,red,no,fishy,1
poisonous,flat,smooth,red,no,spicy,1
poisonous,flat,smooth,brown,no,foul,2
poisonous,convex,smooth,brown,no,fishy,2
poisonous,convex,smooth,red,no,spicy,2
poisonous,flat,smooth,red,no,spicy,1
poisonous,convex,smooth,red,no,foul,1
poisonous,convex,smooth,brown,no,spicy,2
poisonous,flat,smooth,red,no,foul,2
poisonous,convex,scaly,red,no,spicy,2
poisonous,convex,smooth,brown,no,fishy,1
poisonous,convex,scaly,red,no,spicy,1
poisonous,flat,smooth,red,no,fishy,2
poisonous,convex,smooth,red,no,spicy,2
poisonous,flat,scaly,brown,no,foul,1
poisonous,convex,smooth,red,no,foul,1
poisonous,convex,smooth,brown,no,spicy,1
poisonous,flat,smooth,red,no,fishy,2
poisonous,convex,smooth,red,no,spicy,2
poisonous,flat,smooth,brown,no,fishy,1
poisonous,convex,scaly,red,no,spicy,2
poisonous,flat,scaly,red,no,fishy,2
poisonous,convex,scaly,red,no,spicy,2
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,flat,scaly,brown,no,fishy,2
poisonous,convex,scaly,red,no,foul,1
poisonous,flat,smooth,brown,no,fishy,1
poisonous,convex,smooth,red,no,spicy,1
poisonous,flat,smooth,red,no,fishy,2
edible,convex,fibrous,grey,no,none,7
poisonous,convex,smooth,red,no,fishy,2
poisonous,flat,smooth,brown,no,foul,1
poisonous,flat,smooth,brown,no,spicy,1
poisonous,convex,smooth,red,no,foul,1
poisonous,convex,smooth,red,no,fishy,2
poisonous,convex,smooth,red,no,spicy,1
poisonous,flat,scaly,red,no,fishy,1
edible,bell,fibrous,grey,no,none,6
poisonous,flat,scaly,brown,no,spicy,2
poisonous,flat,scaly,red,no,foul,2
poisonous,flat,scaly,brown,no,spicy,2
poisonous,flat,smooth,brown,no,foul,1
poisonous,flat,scaly,brown,no,foul,1
poisonous,flat,scaly,brown,no,spicy,1
poisonous,convex,smooth,brown,no,fishy,2
poisonous,flat,scaly,red,no,foul,1
edible,knobbed,fibrous,grey,no,none,8
edible,bell,smooth,brown,no,none,182
poisonous,flat,smooth,brown,no,spicy,1
poisonous,convex,smooth,brown,no,spicy,1
poisonous,flat,scaly,brown,no,spicy,1
poisonous,flat,smooth,red,no,spicy,1
poisonous,flat,scaly,brown,no,fishy,2
poisonous,flat,smooth,brown,no,foul,2
poisonous,flat,scaly,red,no,fishy,2
poisonous,flat,scaly,red,no,foul,1
poisonous,flat,smooth,brown,no,spicy,1
poisonous,convex,smooth,red,no,fishy,1
edible,convex,fibrous,white,no,none,32
poisonous,flat,smooth,brown,no,foul,1
poisonous,convex,smooth,red,no,fishy,1
poisonous,convex,smooth,brown,no,fishy,2
poisonous,convex,smooth,brown,no,fishy,1
poisonous,convex,smooth,brown,no,foul,1
poisonous,knobbed,scaly,brown,no,fishy,1
poisonous,flat,smooth,brown,no,fishy,2
poisonous,convex,scaly,red,no,fishy,2
poisonous,flat,smooth,brown,no,fishy,2
poisonous,flat,smooth,brown,no,foul,2
poisonous,convex,smooth,brown,no,spicy,1
poisonous,convex,smooth,brown,no,foul,1
poisonous,convex,scaly,red,no,spicy,1
poisonous,flat,smooth,red,no,foul,1
poisonous,flat,smooth,red,no,spicy,2
poisonous,flat,scaly,brown,no,foul,2
poisonous,convex,smooth,red,no,spicy,1
poisonous,flat,smooth,red,no,spicy,1
poisonous,flat,scaly,red,no,spicy,2
poisonous,flat,scaly,red,no,fishy,1
poisonous,convex,scaly,red,no,spicy,2
poisonous,flat,scaly,brown,no,foul,2
poisonous,flat,smooth,brown,no,foul,2
poisonous,flat,smooth,brown,no,fishy,2
poisonous,knobbed,scaly,red,no,foul,2
poisonous,flat,smooth,red,no,fishy,1
poisonous,convex,smooth,red,no,spicy,2
poisonous,convex,scaly,red,no,fishy,1
poisonous,flat,scaly,red,no,foul,1
poisonous,convex,scaly,red,no,spicy,1
poisonous,flat,scaly,red,no,foul,2
poisonous,flat,scaly,brown,no,fishy,1
poisonous,flat,scaly,red,no,fishy,2
poisonous,convex,scaly,red,no,spicy,1
poisonous,convex,smooth,red,no,fishy,1
poisonous,flat,smooth,red,no,foul,2
poisonous,flat,smooth,red,no,foul,2
poisonous,convex,smooth,red,no,foul,1
poisonous,flat,smooth,red,no,fishy,2
poisonous,flat,smooth,red,no,spicy,2
poisonous,flat,smooth,brown,no,fishy,2
poisonous,flat,scaly,red,no,foul,1
poisonous,flat,scaly,brown,no,spicy,1
poisonous,knobbed,smooth,red,no,foul,1
poisonous,flat,smooth,brown,no,fishy,2
poisonous,flat,scaly,brown,no,fishy,2
poisonous,flat,smooth,red,no,spicy,1
poisonous,flat,scaly,red,no,fishy,1
poisonous,convex,smooth,brown,no,fishy,2
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,convex,scaly,red,no,spicy,2
poisonous,convex,smooth,red,no,foul,1
edible,convex,smooth,grey,no,none,38
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,convex,smooth,brown,no,fishy,2
poisonous,flat,smooth,brown,no,spicy,1
poisonous,flat,smooth,brown,no,spicy,2
poisonous,convex,smooth,red,no,spicy,2
poisonous,flat,smooth,red,no,foul,1
poisonous,flat,scaly,red,no,foul,1
poisonous,flat,scaly,red,no,foul,1
poisonous,flat,smooth,brown,no,foul,1
poisonous,flat,smooth,red,no,foul,2
poisonous,convex,smooth,brown,no,foul,1
poisonous,flat,smooth,red,no,foul,2
poisonous,convex,smooth,red,no,spicy,1
poisonous,flat,smooth,red,no,fishy,1
poisonous,flat,scaly,red,no,foul,2
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,flat,smooth,brown,no,spicy,2
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,flat,smooth,red,no,fishy,2
poisonous,flat,scaly,red,no,spicy,2
poisonous,flat,smooth,red,no,foul,2
edible,bell,smooth,brown,no,none,161
poisonous,convex,smooth,brown,no,foul,1
poisonous,flat,scaly,red,no,spicy,1
poisonous,flat,scaly,brown,no,spicy,1
poisonous,flat,smooth,red,no,foul,2
poisonous,flat,scaly,brown,no,foul,1
poisonous,knobbed,scaly,brown,no,musty,157
poisonous,convex,smooth,red,no,foul,2
poisonous,flat,smooth,red,no,spicy,2
poisonous,knobbed,scaly,brown,no,fishy,1
poisonous,flat,smooth,red,no,foul,1
edible,knobbed,smooth,white,no,none,7
poisonous,flat,scaly,brown,no,fishy,2
poisonous,flat,scaly,brown,no,fishy,2
poisonous,flat,scaly,brown,no,fishy,2
poisonous,flat,smooth,brown,no,spicy,2
poisonous,flat,smooth,brown,no,fishy,2
poisonous,flat,scaly,red,no,fishy,2
poisonous,convex,smooth,red,no,foul,2
poisonous,flat,scaly,brown,no,foul,2
poisonous,convex,smooth,brown,no,foul,2
poisonous,convex,smooth,red,no,foul,1
poisonous,convex,smooth,red,no,fishy,1
poisonous,flat,scaly,red,no,fishy,2
poisonous,convex,smooth,brown,no,fishy,1
poisonous,convex,smooth,red,no,spicy,2
poisonous,flat,smooth,brown,no,foul,1
poisonous,convex,smooth,brown,no,fishy,1
poisonous,flat,scaly,red,no,fishy,2
poisonous,convex,smooth,brown,no,foul,1
poisonous,flat,scaly,red,no,foul,2
poisonous,flat,smooth,red,no,foul,2
poisonous,flat,scaly,brown,no,foul,2
poisonous,flat,scaly,brown,no,fishy,1
poisonous,convex,scaly,red,no,foul,2
edible,knobbed,fibrous,grey,no,none,35
poisonous,convex,smooth,red,no,fishy,1
poisonous,knobbed,scaly,brown,no,fishy,1
poisonous,knobbed,scaly,brown,no,spicy,2
poisonous,convex,scaly,red,no,spicy,1
poisonous,flat,smooth,red,no,foul,1
poisonous,flat,smooth,brown,no,spicy,1
poisonous,flat,smooth,red,no,spicy,1
poisonous,flat,smooth,brown,no,spicy,1
poisonous,flat,scaly,red,no,spicy,2
poisonous,convex,smooth,brown,no,spicy,2
poisonous,convex,scaly,red,no,foul,2
poisonous,flat,smooth,red,no,fishy,2
poisonous,convex,smooth,brown,no,fishy,2
poisonous,flat,smooth,brown,no,foul,2
edible,convex,smooth,brown,no,none,1
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,flat,smooth,brown,no,fishy,1
poisonous,knobbed,scaly,red,no,foul,1
edible,convex,scaly,cinnamon,bruises,none,1
edible,bell,smooth,brown,no,none,146
edible,knobbed,smooth,grey,no,none,46
edible,convex,fibrous,grey,no,none,9
poisonous,convex,smooth,brown,no,spicy,1
poisonous,knobbed,scaly,red,no,foul,1
edible,convex,smooth,brown,no,none,132
poisonous,knobbed,smooth,red,no,spicy,2
poisonous,bell,scaly,yellow,no,none,135
poisonous,convex,smooth,red,no,foul,2
edible,bell,smooth,grey,no,none,59
poisonous,knobbed,scaly,red,no,foul,2
poisonous,knobbed,smooth,red,no,spicy,2
poisonous,flat,smooth,red,no,spicy,1
poisonous,flat,scaly,brown,no,fishy,1
poisonous,flat,smooth,red,no,spicy,2
edible,knobbed,fibrous,grey,no,none,7
poisonous,knobbed,smooth,brown,no,spicy,2
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,flat,smooth,red,no,foul,2
edible,bell,fibrous,grey,no,none,59
poisonous,flat,scaly,brown,no,spicy,1
poisonous,flat,smooth,brown,no,fishy,1
edible,flat,smooth,brown,no,none,123
edible,convex,scaly,pink,bruises,none,1
poisonous,flat,smooth,brown,no,fishy,1
poisonous,knobbed,scaly,red,no,fishy,1
poisonous,flat,smooth,brown,no,spicy,1
edible,bell,smooth,white,no,none,45
poisonous,convex,scaly,red,no,foul,2
poisonous,flat,scaly,red,no,fishy,2
poisonous,flat,smooth,red,no,fishy,1
poisonous,knobbed,scaly,brown,no,foul,1
edible,convex,fibrous,white,no,none,8
edible,bell,smooth,white,no,none,36
poisonous,knobbed,smooth,red,no,fishy,1
poisonous,flat,scaly,brown,no,fishy,1
edible,flat,scaly,brown,bruises,none,1
poisonous,knobbed,smooth,brown,no,spicy,2
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,flat,scaly,brown,no,spicy,2
poisonous,flat,scaly,red,no,musty,133
poisonous,convex,smooth,red,no,foul,2
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,convex,smooth,brown,no,spicy,2
poisonous,knobbed,smooth,red,no,foul,1
poisonous,knobbed,scaly,brown,no,foul,1
poisonous,flat,scaly,red,no,foul,2
edible,convex,fibrous,white,no,none,6
poisonous,knobbed,smooth,brown,no,spicy,2
poisonous,flat,smooth,brown,no,foul,1
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,knobbed,smooth,red,no,spicy,2
poisonous,knobbed,scaly,brown,no,spicy,1
edible,knobbed,fibrous,white,no,none,7
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,knobbed,scaly,brown,no,spicy,1
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,knobbed,smooth,red,no,spicy,2
poisonous,convex,smooth,brown,no,fishy,1
poisonous,convex,scaly,red,no,spicy,1
poisonous,flat,smooth,red,no,fishy,1
poisonous,knobbed,scaly,brown,no,foul,2
edible,bell,smooth,brown,no,none,1
poisonous,flat,smooth,brown,no,foul,1
poisonous,knobbed,scaly,red,no,foul,1
edible,convex,smooth,brown,no,none,1
poisonous,flat,smooth,brown,no,foul,2
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,flat,scaly,brown,no,spicy,1
poisonous,convex,smooth,brown,no,spicy,1
edible,knobbed,fibrous,white,no,none,8
poisonous,flat,scaly,red,no,foul,2
poisonous,convex,smooth,red,no,fishy,2
poisonous,convex,smooth,brown,no,foul,2
poisonous,flat,smooth,brown,no,foul,1
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,knobbed,smooth,red,no,foul,1
poisonous,knobbed,smooth,red,no,spicy,1
poisonous,convex,smooth,red,no,foul,1
edible,bell,smooth,brown,no,none,1
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,convex,smooth,brown,no,foul,2
poisonous,convex,scaly,red,no,foul,1
poisonous,flat,smooth,red,no,spicy,1
edible,bell,smooth,brown,no,none,111
edible,knobbed,smooth,grey,no,none,35
poisonous,knobbed,scaly,red,no,musty,116
poisonous,knobbed,scaly,red,no,fishy,1
poisonous,flat,smooth,red,no,fishy,1
edible,knobbed,smooth,brown,no,none,142
poisonous,flat,scaly,red,no,spicy,2
poisonous,knobbed,scaly,red,no,spicy,2
edible,knobbed,fibrous,white,no,none,6
edible,convex,smooth,grey,no,none,9
edible,knobbed,smooth,brown,no,none,2
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,knobbed,scaly,brown,no,spicy,2
poisonous,knobbed,smooth,red,no,spicy,1
edible,convex,smooth,white,no,none,7
edible,knobbed,smooth,white,no,none,48
edible,knobbed,smooth,white,no,none,7
poisonous,knobbed,smooth,red,no,foul,2
poisonous,convex,smooth,red,no,spicy,1
edible,knobbed,smooth,grey,no,none,6
edible,convex,fibrous,white,no,none,9
poisonous,knobbed,scaly,red,no,foul,1
edible,bell,smooth,white,no,none,9
poisonous,knobbed,smooth,red,no,spicy,1
poisonous,flat,smooth,brown,no,foul,2
poisonous,flat,scaly,brown,no,foul,1
edible,knobbed,smooth,grey,no,none,6
edible,convex,smooth,white,no,none,51
poisonous,flat,scaly,red,no,fishy,1
poisonous,convex,smooth,red,no,foul,1
edible,convex,fibrous,white,no,none,6
poisonous,flat,smooth,red,no,spicy,2
edible,flat,smooth,grey,bruises,none,2
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,convex,smooth,brown,no,fishy,1
edible,knobbed,smooth,brown,no,none,153
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,convex,smooth,red,no,fishy,2
poisonous,convex,smooth,brown,no,spicy,1
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,convex,smooth,brown,no,fishy,1
edible,knobbed,fibrous,white,no,none,47
edible,knobbed,smooth,brown,no,none,116
poisonous,knobbed,scaly,cinnamon,no,musty,113
edible,convex,fibrous,grey,no,none,8
edible,convex,smooth,brown,no,none,2
edible,convex,smooth,brown,no,none,1
poisonous,knobbed,scaly,red,no,spicy,1
edible,knobbed,fibrous,white,no,none,30
edible,convex,fibrous,grey,no,none,7
edible,flat,smooth,brown,no,none,1
poisonous,knobbed,scaly,brown,no,fishy,1
poisonous,knobbed,scaly,brown,no,spicy,1
poisonous,flat,scaly,brown,no,spicy,1
poisonous,flat,scaly,red,no,fishy,2
edible,knobbed,fibrous,grey,no,none,49
poisonous,flat,scaly,red,no,spicy,1
poisonous,flat,scaly,brown,no,spicy,1
poisonous,knobbed,smooth,red,no,spicy,2
edible,knobbed,smooth,grey,no,none,6
edible,bell,smooth,brown,no,none,199
poisonous,knobbed,scaly,brown,no,foul,2
poisonous,convex,smooth,brown,no,spicy,2
edible,bell,smooth,brown,no,none,2
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,knobbed,smooth,red,no,spicy,1
poisonous,flat,smooth,red,no,spicy,1
poisonous,convex,smooth,red,no,spicy,1
poisonous,convex,smooth,red,no,fishy,1
poisonous,convex,smooth,brown,no,spicy,2
poisonous,knobbed,scaly,brown,no,fishy,2
edible,convex,smooth,pink,bruises,none,1
poisonous,flat,smooth,red,no,fishy,2
poisonous,convex,scaly,brown,no,musty,185
poisonous,knobbed,smooth,brown,no,foul,1
edible,knobbed,smooth,grey,no,none,9
poisonous,knobbed,smooth,brown,no,foul,1
poisonous,flat,scaly,brown,no,fishy,1
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,flat,scaly,red,no,foul,2
edible,flat,smooth,cinnamon,bruises,none,1
poisonous,flat,scaly,brown,no,foul,1
poisonous,knobbed,smooth,red,no,foul,1
poisonous,convex,smooth,red,no,fishy,2
poisonous,flat,scaly,red,no,fishy,1
poisonous,convex,smooth,brown,no,foul,2
edible,flat,smooth,brown,no,none,120
poisonous,flat,smooth,red,no,spicy,2
poisonous,convex,scaly,red,no,spicy,1
poisonous,convex,scaly,red,no,foul,2
poisonous,convex,smooth,red,no,spicy,2
poisonous,knobbed,smooth,red,no,foul,1
poisonous,convex,smooth,red,no,fishy,2
edible,bell,fibrous,grey,no,none,9
poisonous,knobbed,scaly,red,no,spicy,1
poisonous,knobbed,smooth,red,no,spicy,1
edible,knobbed,fibrous,grey,no,none,46
edible,flat,smooth,brown,no,none,2
poisonous,flat,scaly,brown,no,musty,147
poisonous,knobbed,smooth,red,no,spicy,1
poisonous,flat,smooth,brown,no,foul,2
poisonous,knobbed,scaly,brown,no,foul,1
poisonous,knobbed,smooth,red,no,fishy,1
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,knobbed,scaly,brown,no,fishy,1
edible,convex,fibrous,grey,no,none,58
poisonous,knobbed,scaly,red,no,foul,2
poisonous,convex,scaly,cinnamon,no,musty,183
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,knobbed,scaly,red,no,spicy,1
edible,bell,smooth,white,no,none,7
poisonous,knobbed,smooth,brown,no,fishy,1
poisonous,convex,smooth,red,no,fishy,1
poisonous,flat,scaly,brown,no,foul,1
poisonous,flat,smooth,red,no,fishy,2
poisonous,knobbed,scaly,red,no,foul,1
poisonous,knobbed,scaly,red,no,foul,1
edible,bell,fibrous,white,no,none,41
poisonous,knobbed,scaly,brown,no,musty,196
poisonous,flat,scaly,red,no,fishy,1
poisonous,knobbed,smooth,brown,no,foul,2
poisonous,knobbed,scaly,brown,no,foul,1
poisonous,convex,smooth,red,no,spicy,1
edible,convex,scaly,grey,bruises,none,1
poisonous,flat,smooth,brown,no,fishy,1
poisonous,knobbed,scaly,red,no,fishy,2
edible,knobbed,fibrous,white,no,none,42
poisonous,convex,smooth,brown,no,spicy,1
poisonous,knobbed,scaly,brown,no,fishy,2
poisonous,convex,smooth,red,no,spicy,1
edible,knobbed,smooth,white,no,none,33
poisonous,flat,scaly,brown,no,spicy,1
poisonous,knobbed,smooth,red,no,spicy,2
poisonous,knobbed,smooth,red,no,fishy,1
poisonous,flat,scaly,red,no,foul,1
edible,flat,smooth,brown,no,none,2
poisonous,flat,scaly,brown,no,fishy,1
poisonous,knobbed,scaly,red,no,fishy,2
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,knobbed,smooth,red,no,foul,1
edible,bell,smooth,brown,no,none,2
edible,knobbed,smooth,grey,no,none,6
edible,convex,smooth,brown,no,none,2
edible,convex,fibrous,grey,no,none,54
poisonous,knobbed,smooth,red,no,fishy,2
poisonous,flat,scaly,red,no,foul,2
poisonous,knobbed,smooth,brown,no,spicy,1
poisonous,knobbed,smooth,brown,no,fishy,1
edible,bell,smooth,white,no,none,56
poisonous,flat,smooth,brown,no,spicy,1
edible,bell,fibrous,grey,no,none,42
poisonous,convex,smooth,brown,no,foul,2
poisonous,convex,scaly,red,no,foul,1
poisonous,flat,scaly,cinnamon,no,musty,193
poisonous,flat,smooth,brown,no,spicy,2
poisonous,convex,scaly,red,no,spicy,1
poisonous,flat,smooth,brown,no,spicy,2
poisonous,flat,scaly,red,no,foul,2
poisonous,flat,smooth,red,no,foul,2
poisonous,convex,smooth,red,no,spicy,1
edible,knobbed,smooth,grey,no,none,8
poisonous,convex,smooth,red,no,fishy,1
poisonous,knobbed,smooth,brown,no,fishy,2
poisonous,knobbed,scaly,red,no,spicy,2
poisonous,convex,smooth,brown,no,fishy,2
edible,bell,smooth,grey,no,none,47
poisonous,convex,smooth,brown,no,spicy,2
poisonous,flat,smooth,red,no,spicy,2
poisonous,knobbed,smooth,brown,no,spicy,2
edible,bell,smooth,grey,no,none,7
poisonous,convex,smooth,brown,no,fishy,1
poisonous,flat,scaly,red,no,fishy,1
poisonous,flat,smooth,red,no,fishy,2
poisonous,flat,scaly,brown,no,musty,118
edible,bell,fibrous,grey,no,none,6
poisonous,flat,smooth,red,no,foul,1
poisonous,knobbed,smooth,brown,no,foul,1
edible,knobbed,smooth,grey,no,none,35
poisonous,knobbed,scaly,brown,no,foul,2
poisonous,convex,smooth,red,no,spicy,2
edible,bell,smooth,brown,no,none,117
poisonous,knobbed,scaly,brown,no,foul,1
